timestamp,open,high,low,close,volume
2024-04-08 04:01:00,425.7900,425.7900,425.7900,425.7900,100
2024-04-08 04:02:00,425.8500,425.8500,425.8500,425.8500,105
2024-04-08 04:04:00,425.9800,425.9900,425.9800,425.9800,642
2024-04-08 04:08:00,425.9700,425.9700,425.9700,425.9700,235
2024-04-08 04:09:00,425.9000,425.9000,425.9000,425.9000,100
2024-04-08 04:15:00,425.9700,425.9700,425.9700,425.9700,200
2024-04-08 04:19:00,425.7100,425.7100,425.5200,425.5200,281
2024-04-08 04:20:00,425.4000,425.4000,425.4000,425.4000,1000
2024-04-08 04:21:00,424.9300,424.9300,424.9300,424.9300,126
2024-04-08 04:32:00,424.4000,424.4000,424.4000,424.4000,140
2024-04-08 04:33:00,424.3500,424.3500,424.3000,424.3000,275
2024-04-08 04:34:00,424.3000,424.3200,424.2500,424.3000,2260
2024-04-08 04:35:00,424.3000,424.3000,424.3000,424.3000,699
2024-04-08 04:36:00,424.3100,424.5300,424.2900,424.5300,1028
2024-04-08 04:38:00,424.3100,424.3100,424.3000,424.3000,289
2024-04-08 04:41:00,424.3100,424.3100,424.2300,424.2300,1098
2024-04-08 04:42:00,424.2300,424.2300,424.2300,424.2300,100
2024-04-08 04:49:00,424.0000,424.0000,424.0000,424.0000,233
2024-04-08 04:53:00,424.1700,424.1700,424.1700,424.1700,849
2024-04-08 04:56:00,424.0000,424.0000,424.0000,424.0000,100
2024-04-08 05:04:00,424.0900,424.0900,424.0900,424.0900,200
2024-04-08 05:08:00,424.0300,424.0300,424.0300,424.0300,100
2024-04-08 05:12:00,423.9700,423.9700,423.9700,423.9700,332
2024-04-08 05:17:00,423.8800,423.8800,423.8800,423.8800,574
2024-04-08 05:20:00,423.8800,423.8800,423.8800,423.8800,100
2024-04-08 05:22:00,423.7500,423.7500,423.7400,423.7400,200
2024-04-08 05:45:00,424.0500,424.0500,424.0500,424.0500,203
2024-04-08 05:52:00,424.0500,424.0500,424.0500,424.0500,140
2024-04-08 06:01:00,424.0900,424.0900,423.9100,423.9100,1299
2024-04-08 06:08:00,424.0400,424.0400,424.0400,424.0400,100
2024-04-08 06:30:00,424.3000,424.3200,424.3000,424.3200,538
2024-04-08 06:31:00,424.2600,424.2600,424.2600,424.2600,100
2024-04-08 06:46:00,424.2600,424.2600,424.2600,424.2600,100
2024-04-08 07:00:00,424.4800,424.8500,424.4800,424.8500,1042
2024-04-08 07:03:00,424.9900,424.9900,424.9900,424.9900,254
2024-04-08 07:04:00,424.9900,424.9900,424.9900,424.9900,200
2024-04-08 07:08:00,425.2500,425.5500,425.2500,425.3500,1064
2024-04-08 07:09:00,425.5000,425.5000,425.5000,425.5000,275
2024-04-08 07:10:00,425.3700,425.3700,425.3500,425.3500,398
2024-04-08 07:11:00,425.3200,425.3200,425.2500,425.2500,974
2024-04-08 07:13:00,425.1600,425.1700,424.9200,424.9200,873
2024-04-08 07:15:00,424.9000,424.9000,424.9000,424.9000,124
2024-04-08 07:22:00,425.1400,425.1400,425.1400,425.1400,499
2024-04-08 07:23:00,425.3000,425.3000,425.3000,425.3000,269
2024-04-08 07:31:00,425.0000,425.0000,425.0000,425.0000,975
2024-04-08 07:32:00,424.9900,424.9900,424.9900,424.9900,335
2024-04-08 07:37:00,425.0000,425.0000,425.0000,425.0000,148
2024-04-08 07:39:00,424.9600,424.9600,424.9600,424.9600,146
